url;country;date;Zustand;Fahrzeughalter;HU Prüfung;HU/AU neu;Garantie;Scheckheftgepflegt;Marke;Modell;Angebotsnummer;Erstzulassung;Außenfarbe;Lackierung;Farbe laut Hersteller;Innenausstattung;Karosserieform;Anzahl Türen;Sitzplätze;Schlüsselnummer;Getriebeart;Hubraum;Zylinder;Antriebsart;Kraftstoff;"KraftstoffverbrauchWeitere Informationen zum offiziellen Kraftstoffverbrauch und den offiziellen spezifischen CO2-Emissionen neuer Personenkraftwagen können dem ""Leitfaden über den Kraftstoffverbrauch, die CO2-Emissionen und den Stromverbrauch neuer Personenkraftwagen"" entnommen werden, der an allen Verkaufsstellen und bei der Deutschen Automobil Treuhand GmbH unter www.dat.de unentgeltlich erhältlich ist.";"CO2-EmissionenWeitere Informationen zum offiziellen Kraftstoffverbrauch und den offiziellen spezifischen CO2-Emissionen neuer Personenkraftwagen können dem ""Leitfaden über den Kraftstoffverbrauch, die CO2-Emissionen und den Stromverbrauch neuer Personenkraftwagen"" entnommen werden, der an allen Verkaufsstellen und bei der Deutschen Automobil Treuhand GmbH unter www.dat.de unentgeltlich erhältlich ist.";Schadstoffklasse;Feinstaubplakette;Marke, Modell;Leistung;Kilometerstand;Getriebe;Kraftstoffverbr.*;Verkäufer;Ausstattung;Region;Serviceleistungen;Spezielle Umbauten;Modellvarianten;Bilder;Fahrzeugbeschreibung;haendler;privat;ort;price;ausstattung_liste;Nichtraucherfahrzeug;Leergewicht;Länderversion;Gänge;Letzter Kundendienst;Andere Energieträger;Letzter Wechsel des Zahnriemens;"StromverbrauchWeitere Informationen zum offiziellen Kraftstoffverbrauch und den offiziellen spezifischen CO2-Emissionen neuer Personenkraftwagen können dem ""Leitfaden über den Kraftstoffverbrauch, die CO2-Emissionen und den Stromverbrauch neuer Personenkraftwagen"" entnommen werden, der an allen Verkaufsstellen und bei der Deutschen Automobil Treuhand GmbH unter www.dat.de unentgeltlich erhältlich ist."
/angebote/volkswagen-golf-highline-1-6-tdi-dpf-diesel-schwarz-90d01bb2-e72f-6c07-e053-0100007f2bee?;Oesterreich;2020-10-20 16:20:15.071609;Gebraucht;;;;;;Volkswagen;Golf;;2010;Schwarz;;;;Limousine;5;5;;Schaltgetriebe;1.598 cm³;4;;Diesel (Rußpartikelfilter);4,5 l/100 km (komb)5,7 l/100 km (innerorts)3,9 l/100 km (außerorts);119 g CO2/km (komb);Euro 5;;;;;;;;;;;;;;;False;True;8020 Graz;8390;['', 'ABS', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'Berganfahrassistent', 'Bordcomputer', 'CD', 'ESP', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Lederlenkrad', 'Lordosenstütze', 'MP3', 'Multifunktionslenkrad', 'Navigationssystem', 'Nebelscheinwerfer', 'Radio', 'Schiebedach', 'Seitenairbag', 'Sicherheit', 'Sitzheizung', 'Skisack', 'Sportsitze', 'Tempomat', 'Traktionskontrolle', 'Unterhaltung/Media', 'Wegfahrsperre', 'Xenonscheinwerfer', 'Zentralverriegelung', 'teilb. Rücksitzbank'];;1.314 kg;;5;;;;
/angebote/volvo-xc60-d5-awd-momentum-r-design-geartronic-diesel-braun-3ab41bb2-49c4-1b7a-e053-0100007fc9df?;Oesterreich;2020-10-20 16:20:15.082462;Gebraucht;2;;;;;Volvo;XC60;;2015;Braun;;;;SUV/Geländewagen/Pickup;5;5;;Automatik;2.400 cm³;5;;Diesel (Rußpartikelfilter);5,7 l/100 km (komb)6,7 l/100 km (innerorts)5,1 l/100 km (außerorts);149 g CO2/km (komb);Euro 6;;;;;;;;;;;;;;;False;True;9020 Klagenfurt am Wörthersee;17150;['', 'ABS', 'Allrad', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'CD', 'Dachreling', 'ESP', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Elektronische Parkbremse', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Innenspiegel automatisch abblendend', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Lederlenkrad', 'Lordosenstütze', 'MP3', 'Multifunktionslenkrad', 'Notrufsystem', 'Radio', 'Regensensor', 'Reifendruckkontrollsystem', 'Seitenairbag', 'Sicherheit', 'Sportfahrwerk', 'Sprachsteuerung', 'Tagfahrlicht', 'Tempomat', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung', 'teilb. Rücksitzbank'];;1.906 kg;;6;;;;
/angebote/fiat-grande-punto-1-4-dynamic-benzin-blau-dccb1bb2-2020-e605-e053-0100007f50bc?;Oesterreich;2020-10-20 16:20:15.068528;Gebraucht;;;;;;Fiat;Grande Punto;;2006;Blau;Metallic;;;Limousine;5;5;;Schaltgetriebe;1.368 cm³;4;;Benzin;6,1 l/100 km (komb)7,7 l/100 km (innerorts)5,2 l/100 km (außerorts);145 g CO2/km (komb);Euro 4;;;;;;;;;;;;;;;False;True;4061 Pasching;2200;['', 'ABS', 'Beifahrerairbag', 'Bordcomputer', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Fahrerairbag', 'Klimaanlage', 'Komfort', 'Seitenairbag', 'Sicherheit', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung', 'teilb. Rücksitzbank'];;1.025 kg;;5;;;;
/angebote/peugeot-308-1-6-hdi-92-fap-allure-navi-kamera-xenon-euro5-diesel-grau-a8bb391b-d62d-42c3-97d6-19c8cfae760e?;Oesterreich;2020-10-20 16:20:15.076245;Gebraucht;2;;;;;Peugeot;308;;2014;Grau;Metallic;;Stoff, Schwarz;Limousine;5;5;;Schaltgetriebe;1.560 cm³;4;Front;Diesel;3,7 l/100 km (komb);95 g CO2/km (komb);Euro 5;;;;;;;;;;;;;;;True;False;8051 Graz;5900;['', 'ABS', 'Alarmanlage', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'Bluetooth', 'Bordcomputer', 'CD', 'ESP', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lichtsensor', 'MP3', 'Multifunktionslenkrad', 'Navigationssystem', 'Nebelscheinwerfer', 'Radio', 'Regensensor', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Tempomat', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Xenonscheinwerfer', 'Zentralverriegelung mit Funkfernbedienung'];;1.265 kg;;5;;;;
/angebote/mercedes-benz-clc-cdi-diesel-schwarz-ddce6e0d-eb9c-442c-996e-49e19971e805?;Oesterreich;2020-10-20 16:20:15.088004;Gebraucht;3;;;;;Mercedes-Benz;CLC;;2009;Schwarz;Metallic;;Teilleder, Beige;Coupé;2;4;;Schaltgetriebe;2.148 cm³;4;Heck;Diesel (Rußpartikelfilter);6,1 l/100 km (komb)7,7 l/100 km (innerorts)4,7 l/100 km (außerorts);155 g CO2/km (komb);Euro 4;;;;;;;;;;;;;;;True;False;1100 Wien;5990;['', 'ABS', 'Armlehne', 'Beifahrerairbag', 'Bluetooth', 'Bordcomputer', 'CD', 'ESP', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Katalysator', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Lichtsensor', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Radio', 'Regensensor', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Skisack', 'Soundsystem', 'Spoiler', 'Sportfahrwerk', 'Sportpaket', 'Sportsitze', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Tempomat', 'Traktionskontrolle', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung', 'Zentralverriegelung mit Funkfernbedienung', 'teilb. Rücksitzbank'];;1.505 kg;;6;;;;
/angebote/volkswagen-tiguan-2-0-tdi-bmt-4motion-track-diesel-schwarz-c3a61bb2-2201-3774-e053-0100007f7b0d?;Oesterreich;2020-10-20 16:20:15.063202;Gebraucht;2;;;;;Volkswagen;Tiguan;;2015;Schwarz;;;;SUV/Geländewagen/Pickup;5;5;;Automatik;1.968 cm³;4;;Diesel (Rußpartikelfilter);5,3 l/100 km (komb);154 g CO2/km (komb);Euro 5;;;;;;;;;;;;;;;False;True;1100 Wien;13100;['', 'ABS', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'Berganfahrassistent', 'CD', 'Dachreling', 'ESP', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Getönte Scheiben', 'Innenspiegel automatisch abblendend', 'Klimaanlage', 'Komfort', 'Lederlenkrad', 'Lordosenstütze', 'MP3', 'Nebelscheinwerfer', 'Radio', 'Regensensor', 'Seitenairbag', 'Sicherheit', 'Sportsitze', 'Traktionskontrolle', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung', 'teilb. Rücksitzbank'];;1.678 kg;;7;;;;
/angebote/volkswagen-polo-highline-benzin-weiss-1679a2f5-2a68-4531-bcc0-be00f28b2d8e?;Oesterreich;2020-10-20 16:20:15.090288;Gebraucht;;;;;;Volkswagen;Polo;;2020;Weiß;;Pure White;;Limousine;5;5;0603/CDS;Schaltgetriebe;999 cm³;3;Front;Benzin;4,6 l/100 km (komb)5,7 l/100 km (innerorts)4 l/100 km (außerorts);105 g CO2/km (komb);Euro 6d;;;;;;;;;;;;;;;True;False;4752 Riedau;17900;['', 'ABS', 'Airbag hinten', 'Alufelgen', 'Ambientebeleuchtung', 'Armlehne', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'CD', 'ESP', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Geschwindigkeits-begrenzungsanlage', 'Getönte Scheiben', 'Innenspiegel automatisch abblendend', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Kopfairbag', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lichtsensor', 'MP3', 'Multifunktionslenkrad', 'Müdigkeitswarnsystem', 'Navigationssystem', 'Nebelscheinwerfer', 'Pannenkit', 'Radio', 'Regensensor', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Sportsitze', 'Start/Stop-Automatik', 'Tempomat', 'Touchscreen', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Winterpaket', 'Zentralverriegelung', 'Zentralverriegelung mit Funkfernbedienung', 'teilb. Rücksitzbank'];;1.156 kg;;5;;;;
/angebote/audi-rs6-avant-performance-4-0-tfsi-cod-tiptronic-benzin-blau-459f3147-e338-45c9-8c10-8a3727dd2e1b?;Oesterreich;2020-10-20 16:20:15.092262;Gebraucht;2;;;;;Audi;RS6;;2016;Blau;Metallic;;Teilleder, Schwarz;Kombi;5;5;;Automatik;3.993 cm³;8;Allrad;Benzin;9,6 l/100 km (komb)13,4 l/100 km (innerorts)7,4 l/100 km (außerorts);223 g CO2/km (komb);Euro 6;;;;;;;;;;;;;;;True;False;1230 Wien;73900;['', '360° Kamera', 'ABS', 'Abstandstempomat', 'Airbag hinten', 'Alarmanlage', 'Allrad', 'Alufelgen', 'Ambientebeleuchtung', 'Armlehne', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'CD', 'DAB-Radio', 'Dachreling', 'ESP', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Einparkhilfe selbstlenkendes System', 'Elektr. Fensterheber', 'Elektrische Heckklappe', 'Elektrische Seitenspiegel', 'Elektrische Sitze', 'Elektronische Parkbremse', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Getönte Scheiben', 'Head-up display', 'Innenspiegel automatisch abblendend', 'Isofix', 'Katalysator', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Kopfairbag', 'Kurvenlicht', 'LED-Scheinwerfer', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lichtsensor', 'Lordosenstütze', 'Luftfederung', 'MP3', 'Multifunktionslenkrad', 'Musikstreaming integriert', 'Nachtsicht-Assistent', 'Navigationssystem', 'Notbremsassistent', 'Panoramadach', 'Radio', 'Regensensor', 'Schaltwippen', 'Scheinwerferreinigung', 'Schlüssellose Zentralverriegelung', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Skisack', 'Sommerreifen', 'Soundsystem', 'Spoiler', 'Sportfahrwerk', 'Sportpaket', 'Sportsitze', 'Sprachsteuerung', 'Spurhalteassistent', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Tempomat', 'Totwinkel-Assistent', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Verkehrszeichenerkennung', 'Voll-LED Scheinwerfer', 'W-Lan / Wifi Hotspot', 'Wegfahrsperre', 'Zentralverriegelung', 'teilb. Rücksitzbank'];;2.025 kg;Österreich;8;;;;
/angebote/audi-a3-sb-quattro-sport-2-0-tdi-s-tronic-diesel-weiss-78c51bb2-2499-4303-e053-0100007fbcc0?;Oesterreich;2020-10-20 16:20:15.096287;Gebraucht;2;;;;;Audi;A3;;2016;Weiß;;;Vollleder;Limousine;5;5;;Automatik;1.968 cm³;4;;Diesel (Rußpartikelfilter);5,2 l/100 km (komb);129 g CO2/km (komb);Euro 5;;;;;;;;;;;;;;;False;True;1190 Wien;14150;['', 'ABS', 'Allrad', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'Berganfahrassistent', 'Bordcomputer', 'CD', 'ESP', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Lederlenkrad', 'Lordosenstütze', 'MP3', 'Nebelscheinwerfer', 'Notrad', 'Radio', 'Reifendruckkontrollsystem', 'Scheinwerferreinigung', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Spoiler', 'Sportfahrwerk', 'Sportsitze', 'Tempomat', 'Traktionskontrolle', 'Unterhaltung/Media', 'Wegfahrsperre', 'Xenonscheinwerfer', 'Zentralverriegelung', 'teilb. Rücksitzbank'];;1.500 kg;;6;;;;
/angebote/volkswagen-touran-highline-1-6-scr-tdi-dsg-herbst-aktion-diesel-grau-a72a7966-c088-4c18-ba02-7c26941297b9?;Oesterreich;2020-10-20 16:20:15.074416;Gebraucht;;;;12 Monate;;Volkswagen;Touran;ZY66326;2016;Grau;;;Alcantara, Schwarz;Van/Kleinbus;5;7;;Automatik;1.598 cm³;4;Front;Diesel;4,4 l/100 km (komb);111 g CO2/km (komb);Euro 6;;;;;;;;;;;;;;;True;False;1030 Wien;16790;['', '3-Zonen-Klimaautomatik', 'ABS', 'Abstandstempomat', 'Abstandswarner', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'CD', 'Dachreling', 'ESP', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Elektronische Parkbremse', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Geschwindigkeits-begrenzungsanlage', 'Getönte Scheiben', 'Innenspiegel automatisch abblendend', 'Isofix', 'Komfort', 'Lederlenkrad', 'Lichtsensor', 'Lordosenstütze', 'MP3', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Notbremsassistent', 'Radio', 'Regensensor', 'Seitenairbag', 'Sicherheit', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Tempomat', 'Touchscreen', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung mit Funkfernbedienung'];;1.539 kg;Österreich;7;01/2020;;;
/angebote/chrysler-300c-3-0-v6-crd-aut-diesel-grau-9467c08d-d982-4fd9-a612-3bb5c297008e?;Oesterreich;2020-10-20 16:20:15.080267;Gebraucht;;;;;;Chrysler;300C;;2007;Grau;Metallic;;Vollleder, Beige;Kombi;5;5;;Automatik;2.987 cm³;6;Heck;Diesel;8,3 l/100 km (komb)10,9 l/100 km (innerorts)6,8 l/100 km (außerorts);220 g CO2/km (komb);Euro 4;;;;;;;;;;;;;;;True;False;4020 Linz;4650;['', 'ABS', 'Airbag hinten', 'Alarmanlage', 'Alufelgen', 'Android Auto', 'Armlehne', 'Beheizbare Frontscheibe', 'Beifahrerairbag', 'Bi-Xenon Scheinwerfer', 'Bordcomputer', 'CD', 'DAB-Radio', 'Dachreling', 'ESP', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Elektrische Sitze', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Getönte Scheiben', 'Innenspiegel automatisch abblendend', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Kopfairbag', 'Lederlenkrad', 'Lichtsensor', 'Lordosenstütze', 'MP3', 'Multifunktionslenkrad', 'Navigationssystem', 'Nebelscheinwerfer', 'Radio', 'Regensensor', 'Reserverad', 'Scheinwerferreinigung', 'Schiebedach', 'Schlüssellose Zentralverriegelung', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Skisack', 'Soundsystem', 'Tagfahrlicht', 'Tempomat', 'Touchscreen', 'Traktionskontrolle', 'Unterhaltung/Media', 'Wegfahrsperre', 'Winterreifen', 'Xenonscheinwerfer', 'Zentralverriegelung', 'Zentralverriegelung mit Funkfernbedienung', 'teilb. Rücksitzbank'];;1.955 kg;Österreich;5;08/2020;;;
/angebote/opel-vivaro-l1h1-kasten-1-6-cdti-navi-tel-temp-parksens-diesel-weiss-15f16c33-930f-46db-8e40-5fda4de2876e?;Oesterreich;2020-10-20 16:20:15.083917;Gebraucht;;;;;;Opel;Vivaro;;2016;Weiß;Metallic;;;Kombi;3;3;;Schaltgetriebe;1.598 cm³;4;;Diesel;6 l/100 km (komb)6,8 l/100 km (innerorts)5,4 l/100 km (außerorts);155 g CO2/km (komb);Euro 6;;;;;;;;;;;;;;;True;False;2301 Groß-Enzersdorf;13990;['', 'ABS', 'Armlehne', 'Beifahrerairbag', 'Bluetooth', 'Bordcomputer', 'CD', 'DAB-Radio', 'ESP', 'Einparkhilfe Sensoren hinten', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Klimaanlage', 'Komfort', 'Kurvenlicht', 'Lichtsensor', 'Lordosenstütze', 'MP3', 'Multifunktionslenkrad', 'Müdigkeitswarnsystem', 'Navigationssystem', 'Nebelscheinwerfer', 'Radio', 'Regensensor', 'Reserverad', 'Schiebetür rechts', 'Servolenkung', 'Sicherheit', 'Soundsystem', 'Sportsitze', 'Stahlfelgen', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Tempomat', 'Touchscreen', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung', 'Zentralverriegelung mit Funkfernbedienung', 'teilb. Rücksitzbank'];;1.976 kg;;6;;;;
/angebote/volkswagen-caddy-1-4i-kastenwagen-euro4-benzin-weiss-b1172260-120e-4195-9fc2-12efcf00d0a7?;Oesterreich;2020-10-20 16:20:15.078605;Gebraucht;2;;;;;Volkswagen;Caddy;;2006;Weiß;;;Stoff, Grau;Kombi;5;2;;Schaltgetriebe;1.390 cm³;4;Front;Benzin;8 l/100 km (komb)10,4 l/100 km (innerorts)6,9 l/100 km (außerorts);;Euro 4;;;;;;;;;;;;;;;True;False;8051 Graz;1850;['', 'ABS', 'Beifahrerairbag', 'ESP', 'Fahrerairbag', 'Komfort', 'Lederlenkrad', 'Schiebetür rechts', 'Schlüssellose Zentralverriegelung', 'Servolenkung', 'Sicherheit'];;1.325 kg;;5;;;;
/angebote/volkswagen-caddy-2-0tdi-4motion-4x4-kastenwagen-euro5-diesel-gelb-a6481901-8e5a-441f-bcc5-366ee8311a1d?;Oesterreich;2020-10-20 16:20:15.061211;Gebraucht;2;;;;;Volkswagen;Caddy;;2011;Gelb;;;Stoff, Grau;Kombi;5;2;;Schaltgetriebe;1.896 cm³;4;Allrad;Diesel;6,2 l/100 km (komb)7,6 l/100 km (innerorts)5,6 l/100 km (außerorts);168 g CO2/km (komb);Euro 5;;;;;;;;;;;;;;;True;False;8051 Graz;4300;['', 'ABS', 'Alarmanlage', 'Allrad', 'Beifahrerairbag', 'Bordcomputer', 'CD', 'ESP', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Komfort', 'Lederlenkrad', 'MP3', 'Radio', 'Servolenkung', 'Sicherheit', 'Traktionskontrolle', 'Unterhaltung/Media'];;1.499 kg;;5;;;;
/angebote/seat-ateca-2-0-tdi-elegance-dsg-4drive-diesel-grau-8c457c69-97fe-4d4e-840d-91c04c997dcd?;Oesterreich;2020-10-20 16:20:15.086043;Gebraucht;;;;;;SEAT;Ateca;D-HA 287;2017;Grau;Metallic;metal grey;Alcantara, Schwarz;SUV/Geländewagen/Pickup;5;5;;Automatik;1.968 cm³;4;Allrad;Diesel;5 l/100 km (komb);135 g CO2/km (komb);Euro 6;;;;;;;;;;;;;;;True;False;9062 Moosburg;22990;['', 'ABS', 'Allrad', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'CD', 'Dachreling', 'ESP', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Elektronische Parkbremse', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Getönte Scheiben', 'Innenspiegel automatisch abblendend', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Kopfairbag', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lichtsensor', 'Lordosenstütze', 'MP3', 'Multifunktionslenkrad', 'Müdigkeitswarnsystem', 'Navigationssystem', 'Nebelscheinwerfer', 'Radio', 'Regensensor', 'Schaltwippen', 'Scheinwerferreinigung', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Skisack', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Tempomat', 'Touchscreen', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung', 'Zentralverriegelung mit Funkfernbedienung', 'teilb. Rücksitzbank'];;1.610 kg;Deutsche Ausführung;7;;;;
/angebote/audi-s4-a46-3-0-tfsi-quattro-s-tronic-einzelstueck-benzin-weiss-9f8ea076-606a-4e04-bb90-b9e5ceb61fd5?;Oesterreich;2020-10-20 16:20:15.094568;Gebraucht;4;;;;;Audi;S4;GWH-20072;2013;Weiß;Metallic;;Alcantara, Schwarz;Limousine;4;5;;Automatik;2.995 cm³;6;Allrad;Benzin;8,1 l/100 km (komb)10,7 l/100 km (innerorts)6,6 l/100 km (außerorts);190 g CO2/km (komb);Euro 5;;;;;;;;;;;;;;;True;False;6426 Roppen;34990;['', 'ABS', 'Airbag hinten', 'Alarmanlage', 'Allrad', 'Alufelgen', 'Ambientebeleuchtung', 'Armlehne', 'Beifahrerairbag', 'Berganfahrassistent', 'Bi-Xenon Scheinwerfer', 'Bluetooth', 'Bordcomputer', 'CD', 'ESP', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Elektrische Sitze', 'Elektronische Parkbremse', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Getönte Scheiben', 'Innenspiegel automatisch abblendend', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Kopfairbag', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lichtsensor', 'Lordosenstütze', 'Multifunktionslenkrad', 'Müdigkeitswarnsystem', 'Navigationssystem', 'Nebelscheinwerfer', 'Notrad', 'Panoramadach', 'Radio', 'Regensensor', 'Schaltwippen', 'Scheinwerferreinigung', 'Schiebedach', 'Schlüssellose Zentralverriegelung', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Skisack', 'Sommerreifen', 'Soundsystem', 'Spoiler', 'Sportfahrwerk', 'Sportpaket', 'Sportsitze', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Tempomat', 'Touchscreen', 'Traktionskontrolle', 'Unterhaltung/Media', 'Wegfahrsperre', 'Xenonscheinwerfer', 'Zentralverriegelung', 'teilb. Rücksitzbank'];;1.780 kg;;7;05/2020;;;
/angebote/skoda-kamiq-1-5-tsi-act-monte-carlo-dsg-nur--28-999-benzin-blau-37e651e0-f886-4b28-9491-6331c23faad2?;Oesterreich;2020-10-20 16:20:15.098202;Neu;;;;60 Monate;;Skoda;Kamiq;0819267;;Blau;;;;SUV/Geländewagen/Pickup;5;5;;Schaltgetriebe;1.498 cm³;4;Front;Benzin;6 l/100 km (komb)6 l/100 km (innerorts)6 l/100 km (außerorts);136 g CO2/km (komb);Euro 6d-TEMP;;;;;;;;;;;;;;;True;False;2000 Stockerau;30499;['', 'ABS', 'Abstandstempomat', 'Alufelgen', 'Android Auto', 'Anhängerkupplung', 'Apple CarPlay', 'Armlehne', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'CD', 'Dachreling', 'ESP', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Elektr. Fensterheber', 'Elektrische Heckklappe', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Getönte Scheiben', 'Head-up display', 'Innenspiegel automatisch abblendend', 'Isofix', 'Katalysator', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Kopfairbag', 'Kurvenlicht', 'LED-Scheinwerfer', 'LED-Tagfahrlicht', 'Laserlicht', 'Lederlenkrad', 'Lichtsensor', 'Lordosenstütze', 'MP3', 'Multifunktionslenkrad', 'Müdigkeitswarnsystem', 'Nebelscheinwerfer', 'Panoramadach', 'Radio', 'Regensensor', 'Schaltwippen', 'Schiebedach', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Sommerreifen', 'Soundsystem', 'Sportfahrwerk', 'Sportpaket', 'Sportsitze', 'Spurhalteassistent', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Tempomat', 'Totwinkel-Assistent', 'Touchscreen', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Voll-LED Scheinwerfer', 'Volldigitales Kombiinstrument', 'W-Lan / Wifi Hotspot', 'Wegfahrsperre', 'Winterpaket', 'Zentralverriegelung', 'Zentralverriegelung mit Funkfernbedienung', 'teilb. Rücksitzbank'];;1.364 kg;Österreich;7;;;;
