url;country;date;Zustand;Fahrzeughalter;Marke;Modell;Angebotsnummer;Erstzulassung;Außenfarbe;Lackierung;Farbe laut Hersteller;Innenausstattung;Karosserieform;Anzahl Türen;Sitzplätze;Schlüsselnummer;Getriebeart;Gänge;Hubraum;Zylinder;Leergewicht;Kraftstoff;"KraftstoffverbrauchWeitere Informationen zum offiziellen Kraftstoffverbrauch und den offiziellen spezifischen CO2-Emissionen neuer Personenkraftwagen können dem ""Leitfaden über den Kraftstoffverbrauch, die CO2-Emissionen und den Stromverbrauch neuer Personenkraftwagen"" entnommen werden, der an allen Verkaufsstellen und bei der Deutschen Automobil Treuhand GmbH unter www.dat.de unentgeltlich erhältlich ist.";"CO2-EmissionenWeitere Informationen zum offiziellen Kraftstoffverbrauch und den offiziellen spezifischen CO2-Emissionen neuer Personenkraftwagen können dem ""Leitfaden über den Kraftstoffverbrauch, die CO2-Emissionen und den Stromverbrauch neuer Personenkraftwagen"" entnommen werden, der an allen Verkaufsstellen und bei der Deutschen Automobil Treuhand GmbH unter www.dat.de unentgeltlich erhältlich ist.";Schadstoffklasse;Feinstaubplakette;Marke, Modell;Leistung;Kilometerstand;Getriebe;Kraftstoffverbr.*;Verkäufer;Ausstattung;Region;Serviceleistungen;Spezielle Umbauten;Modellvarianten;Bilder;Fahrzeugbeschreibung;haendler;privat;ort;price;ausstattung_liste;Scheckheftgepflegt;Länderversion;Antriebsart;Verfügbarkeit;HU Prüfung;HU/AU neu;Garantie;Nichtraucherfahrzeug;Andere Energieträger;"StromverbrauchWeitere Informationen zum offiziellen Kraftstoffverbrauch und den offiziellen spezifischen CO2-Emissionen neuer Personenkraftwagen können dem ""Leitfaden über den Kraftstoffverbrauch, die CO2-Emissionen und den Stromverbrauch neuer Personenkraftwagen"" entnommen werden, der an allen Verkaufsstellen und bei der Deutschen Automobil Treuhand GmbH unter www.dat.de unentgeltlich erhältlich ist.";Letzter Kundendienst
/angebote/toyota-c-hr-2-0-hybrid-team-deutschland-elektro-benzin-grau-ec714092-45ed-4d4e-a00d-4cbef7a132c0?;Deutschland;2020-10-19 18:03:34.377843;Tageszulassung;;Toyota;C-HR;R016911_2634;2020;Grau;Metallic;Metalstreamgrau metallic / Dac;Stoff, Schwarz;SUV/Geländewagen/Pickup;5;5;5013/AOF;Automatik;1;1.987 cm³;4;1.420 kg;Super 95 / Super Plus 98 / Super E10 95 / Super Plus E10 98;4 l/100 km (komb)3,7 l/100 km (innerorts)4,2 l/100 km (außerorts);92 g CO2/km (komb);Euro 6d-TEMP;4 (Grün);;;;;;;;;;;;;;True;False;66953 Pirmasens;25899;['', 'ABS', 'Abstandstempomat', 'Alufelgen', 'Armlehne', 'Beheizbares Lenkrad', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'DAB-Radio', 'ESP', 'Einparkhilfe', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Einparkhilfe selbstlenkendes System', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'LED-Scheinwerfer', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lichtsensor', 'Lordosenstütze', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Notbremsassistent', 'Notrufsystem', 'Radio', 'Regensensor', 'Reifendruckkontrollsystem', 'Schlüssellose Zentralverriegelung', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Spurhalteassistent', 'Tagfahrlicht', 'Tempomat', 'Totwinkel-Assistent', 'Touchscreen', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Verkehrszeichenerkennung', 'Wegfahrsperre', 'Zentralverriegelung'];;Deutsche Ausführung;Front;In 2 Tagen ab Bestellung;10/2022;Ja;60 Monate;;Strom;;
/angebote/toyota-c-hr-hybrid-team-deutschland-ax1-elektro-benzin-rot-14c0eb46-5f65-4e3b-a3af-abe2140da8dd?;Deutschland;2020-10-19 18:03:34.378277;Tageszulassung;;Toyota;C-HR;R035397_2625;2020;Rot;Metallic;Karminarot Metallic;Stoff, Schwarz;SUV/Geländewagen/Pickup;5;5;5013/ALE;Automatik;1;1.798 cm³;4;1.420 kg;Super 95 / Super Plus 98 / Super E10 95;3,8 l/100 km (komb)3,2 l/100 km (innerorts)4,2 l/100 km (außerorts);86 g CO2/km (komb);Euro 6d-TEMP;4 (Grün);;;;;;;;;;;;;;True;False;66953 Pirmasens;24555;['', 'ABS', 'Abstandstempomat', 'Alufelgen', 'Armlehne', 'Beheizbares Lenkrad', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'DAB-Radio', 'ESP', 'Einparkhilfe', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Einparkhilfe selbstlenkendes System', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'LED-Scheinwerfer', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lichtsensor', 'Lordosenstütze', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Notbremsassistent', 'Notrufsystem', 'Radio', 'Regensensor', 'Reifendruckkontrollsystem', 'Schlüssellose Zentralverriegelung', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Spurhalteassistent', 'Tagfahrlicht', 'Tempomat', 'Totwinkel-Assistent', 'Touchscreen', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Verkehrszeichenerkennung', 'Wegfahrsperre', 'Zentralverriegelung'];;Deutsche Ausführung;Front;In 1 Tag ab Bestellung;10/2022;Ja;60 Monate;;Strom;;
/angebote/audi-a3-attraction-navi-xenon-pdc-sitzheizung-alu-16-diesel-grau-d59ba58c-4aba-4d3e-b642-af407d1f61c0?;Deutschland;2020-10-19 18:03:34.368069;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.;2;Audi;A3;2190;2014;Grau;Metallic;Monsungrau Metallic;Schwarz;Limousine;3;5;0588/AVN;Automatik;7;1.598 cm³;4;1.250 kg;Diesel;3,9 l/100 km (komb)4,8 l/100 km (innerorts)3,4 l/100 km (außerorts);102 g CO2/km (komb);Euro 5;4 (Grün);Audi A3;77 kW / 105 PS;73.721 km;Automatik;3.9 l/100 km (komb);Händler;40 Ausstattungsmerkmale;Tipp:Regionale Angebots- und Nachfrageunterschiede können den Preis beeinflussen.;Tipp:Erkundige dich beim Verkäufer nach zusätzlichen Services oder Garantien, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf spezielle Umbauten, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Spezielle Ausstattungspakete, Modellvarianten und Sportversionen fließen aktuell nicht in die Bewertung ein.;Tipp:Inseratsbilder werden nicht in die Preisbewertung mit einbezogen, da eine zuverlässige Auswertung nicht möglich ist.;Tipp:Die Beschreibung des Fahrzeugs fließt nicht in die Bewertung ein, da eine zuverlässige Auswertung nicht möglich ist.;True;False;56564 Neuwied;12890;['', 'ABS', 'Alarmanlage', 'Alufelgen', 'Ambientebeleuchtung', 'Armlehne', 'Beifahrerairbag', 'Bluetooth', 'Bordcomputer', 'CD', 'ESP', 'Einparkhilfe Sensoren hinten', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Innenspiegel automatisch abblendend', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Lederlenkrad', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Radio', 'Regensensor', 'Reifendruckkontrollsystem', 'Scheinwerferreinigung', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Soundsystem', 'Start/Stop-Automatik', 'Tempomat', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Xenonscheinwerfer', 'Zentralverriegelung mit Funkfernbedienung', 'teilb. Rücksitzbank'];;Deutsche Ausführung;Front;;06/2021;;;;;;
/angebote/toyota-c-hr-hybrid-team-deutschland-ax1-elektro-benzin-rot-81d80fc6-f4c9-4faa-8b6d-3ac6b58051cd?;Deutschland;2020-10-19 18:03:34.385740;Tageszulassung;;Toyota;C-HR;R035382_2626;2020;Rot;Metallic;Karminarot Metallic;Stoff, Schwarz;SUV/Geländewagen/Pickup;5;5;5013/ALE;Automatik;1;1.798 cm³;4;1.420 kg;Super 95 / Super Plus 98 / Super E10 95;3,8 l/100 km (komb)3,2 l/100 km (innerorts)4,2 l/100 km (außerorts);86 g CO2/km (komb);Euro 6d-TEMP;4 (Grün);;;;;;;;;;;;;;True;False;66953 Pirmasens;24555;['', 'ABS', 'Abstandstempomat', 'Alufelgen', 'Armlehne', 'Beheizbares Lenkrad', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'DAB-Radio', 'ESP', 'Einparkhilfe', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Einparkhilfe selbstlenkendes System', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'LED-Scheinwerfer', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lichtsensor', 'Lordosenstütze', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Notbremsassistent', 'Notrufsystem', 'Radio', 'Regensensor', 'Reifendruckkontrollsystem', 'Schlüssellose Zentralverriegelung', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Spurhalteassistent', 'Tagfahrlicht', 'Tempomat', 'Totwinkel-Assistent', 'Touchscreen', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Verkehrszeichenerkennung', 'Wegfahrsperre', 'Zentralverriegelung'];;Deutsche Ausführung;Front;In 1 Tag ab Bestellung;10/2022;Ja;60 Monate;;Strom;;
/angebote/volkswagen-golf-sportsvan-1-0-tsi-iq-drive-6d-temp-ahk-navi-acc-benzin-silber-1622ad6a-748d-4cbe-a93e-1eeeb7a6a415?;Deutschland;2020-10-19 18:03:34.373362;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.;1;Volkswagen;Golf Sportsvan;3216-20;2019;Silber;Metallic;Reflexsilber Metallic;Stoff, Schwarz;Van/Kleinbus;4;5;0603/BVX;Schaltgetriebe;;999 cm³;3;;Benzin;5,1 l/100 km (komb)5,8 l/100 km (innerorts)4,7 l/100 km (außerorts);115 g CO2/km (komb);Euro 6d-TEMP;4 (Grün);Volkswagen Golf Sportsvan;85 kW / 116 PS;13.950 km;Schaltgetriebe;5.1 l/100 km (komb);Händler;52 Ausstattungsmerkmale;Tipp:Regionale Angebots- und Nachfrageunterschiede können den Preis beeinflussen.;Tipp:Erkundige dich beim Verkäufer nach zusätzlichen Services oder Garantien, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf spezielle Umbauten, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Spezielle Ausstattungspakete, Modellvarianten und Sportversionen fließen aktuell nicht in die Bewertung ein.;Tipp:Inseratsbilder werden nicht in die Preisbewertung mit einbezogen, da eine zuverlässige Auswertung nicht möglich ist.;Tipp:Die Beschreibung des Fahrzeugs fließt nicht in die Bewertung ein, da eine zuverlässige Auswertung nicht möglich ist.;True;False;91058 Erlangen;18960;['', 'ABS', 'Abstandstempomat', 'Alufelgen', 'Anhängerkupplung', 'Armlehne', 'Beifahrerairbag', 'Bluetooth', 'Bordcomputer', 'CD', 'ESP', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Einparkhilfe selbstlenkendes System', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Getönte Scheiben', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Kopfairbag', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lichtsensor', 'Lordosenstütze', 'MP3', 'Multifunktionslenkrad', 'Müdigkeitswarnsystem', 'Navigationssystem', 'Nebelscheinwerfer', 'Notbremsassistent', 'Radio', 'Regensensor', 'Reifendruckkontrollsystem', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Spurhalteassistent', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Tempomat', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung', 'Zentralverriegelung mit Funkfernbedienung', 'teilb. Rücksitzbank'];;Deutsche Ausführung;Front;;;Ja;60 Monate;;;;
/angebote/mercedes-benz-cls-350-bluetec-d-eu6-4matic-9g-t-amg-line-diesel-grau-7f4f60b4-8c1f-4feb-8b7c-64e37adc7e09?;Deutschland;2020-10-19 18:03:34.386652;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.;1;Mercedes-Benz;CLS 350;GW-27;2017;Grau;Metallic;SELENITGRAU - METALLICLACK;Vollleder, Braun;Limousine;4;4;;Automatik;9;2.987 cm³;6;;Diesel;5,9 l/100 km (komb)7,2 l/100 km (innerorts)5,4 l/100 km (außerorts);159 g CO2/km (komb);Euro 6;4 (Grün);Mercedes-Benz CLS 350;190 kW / 258 PS;155.000 km;Automatik;5.9 l/100 km (komb);Händler;54 Ausstattungsmerkmale;Tipp:Regionale Angebots- und Nachfrageunterschiede können den Preis beeinflussen.;Tipp:Erkundige dich beim Verkäufer nach zusätzlichen Services oder Garantien, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf spezielle Umbauten, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Spezielle Ausstattungspakete, Modellvarianten und Sportversionen fließen aktuell nicht in die Bewertung ein.;Tipp:Inseratsbilder werden nicht in die Preisbewertung mit einbezogen, da eine zuverlässige Auswertung nicht möglich ist.;Tipp:Die Beschreibung des Fahrzeugs fließt nicht in die Bewertung ein, da eine zuverlässige Auswertung nicht möglich ist.;True;False;68309 Mannheim;33900;['', 'ABS', 'Abstandstempomat', 'Alarmanlage', 'Allrad', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'CD', 'ESP', 'Einparkhilfe', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Elektrische Sitze', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'LED-Scheinwerfer', 'LED-Tagfahrlicht', 'Lichtsensor', 'Luftfederung', 'Multifunktionslenkrad', 'Müdigkeitswarnsystem', 'Navigationssystem', 'Radio', 'Regensensor', 'Reifendruckkontrollsystem', 'Schaltwippen', 'Schiebedach', 'Schlüssellose Zentralverriegelung', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzbelüftung', 'Sitzheizung', 'Soundsystem', 'Sportpaket', 'Spurhalteassistent', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Totwinkel-Assistent', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung'];;Deutsche Ausführung;Allrad;;;Ja;12 Monate;;;;
/angebote/hyundai-i20-hyundai-1-2-klima-usb-und-aux-in-multifunkt-benzin-schwarz-df9180e1-2e18-4e94-a629-3b4193805a11?;Deutschland;2020-10-19 18:03:34.382763;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.;1;Hyundai;i20;16444-2;2019;Schwarz;Metallic;Schwarz;Stoff, Grau;Limousine;5;5;5984/AAX;Schaltgetriebe;5;1.248 cm³;4;1.233 kg;Benzin;5,8 l/100 km (komb)7,2 l/100 km (innerorts)4,9 l/100 km (außerorts);;Euro 6d-TEMP;4 (Grün);Hyundai i20;55 kW / 75 PS;37.060 km;Schaltgetriebe;5.8 l/100 km (komb);Händler;20 Ausstattungsmerkmale;Tipp:Regionale Angebots- und Nachfrageunterschiede können den Preis beeinflussen.;Tipp:Erkundige dich beim Verkäufer nach zusätzlichen Services oder Garantien, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf spezielle Umbauten, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Spezielle Ausstattungspakete, Modellvarianten und Sportversionen fließen aktuell nicht in die Bewertung ein.;Tipp:Inseratsbilder werden nicht in die Preisbewertung mit einbezogen, da eine zuverlässige Auswertung nicht möglich ist.;Tipp:Die Beschreibung des Fahrzeugs fließt nicht in die Bewertung ein, da eine zuverlässige Auswertung nicht möglich ist.;True;False;27472 Cuxhaven;9990;['', 'ABS', 'Alarmanlage', 'Beifahrerairbag', 'Berganfahrassistent', 'Bordcomputer', 'ESP', 'Elektr. Fensterheber', 'Fahrerairbag', 'Isofix', 'Klimaanlage', 'Komfort', 'Multifunktionslenkrad', 'Notbremsassistent', 'Reifendruckkontrollsystem', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Start/Stop-Automatik', 'Tagfahrlicht', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung'];;;;;;;;;;;
/angebote/toyota-c-hr-hybrid-team-deutschland-ax1-elektro-benzin-grau-5b9187e7-e062-4478-978f-52d6e86a54f8?;Deutschland;2020-10-19 18:03:34.381150;Tageszulassung;;Toyota;C-HR;R003558_2622;2020;Grau;Metallic;Marlingrau Metallic;Stoff, Schwarz;SUV/Geländewagen/Pickup;5;5;5013/ALE;Automatik;1;1.798 cm³;4;1.420 kg;Super 95 / Super Plus 98 / Super E10 95;3,8 l/100 km (komb)3,2 l/100 km (innerorts)4,2 l/100 km (außerorts);86 g CO2/km (komb);Euro 6d-TEMP;4 (Grün);;;;;;;;;;;;;;True;False;66953 Pirmasens;24555;['', 'ABS', 'Abstandstempomat', 'Alufelgen', 'Armlehne', 'Beheizbares Lenkrad', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'DAB-Radio', 'ESP', 'Einparkhilfe', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Einparkhilfe selbstlenkendes System', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'LED-Scheinwerfer', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lichtsensor', 'Lordosenstütze', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Notbremsassistent', 'Notrufsystem', 'Radio', 'Regensensor', 'Reifendruckkontrollsystem', 'Schlüssellose Zentralverriegelung', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Spurhalteassistent', 'Tagfahrlicht', 'Tempomat', 'Totwinkel-Assistent', 'Touchscreen', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Verkehrszeichenerkennung', 'Wegfahrsperre', 'Zentralverriegelung'];;Deutsche Ausführung;Front;In 1 Tag ab Bestellung;10/2022;Ja;60 Monate;;Strom;;
/angebote/hyundai-i20-hyundai-1-2-pdc-hinten-tempomat-klima-sitzhei-benzin-silber-b9c6051a-34c1-4326-a6e6-4af9ec4844ae?;Deutschland;2020-10-19 18:03:34.387155;Gebraucht;1;Hyundai;i20;16440-2;2017;Silber;Metallic;Silber;Stoff, Grau;Limousine;5;5;5984/AAW;Schaltgetriebe;5;1.248 cm³;4;1.055 kg;Super 95;5,1 l/100 km (komb)6,6 l/100 km (innerorts)4,2 l/100 km (außerorts);121 g CO2/km (komb);Euro 6;4 (Grün);;;;;;;;;;;;;;True;False;27472 Cuxhaven;10490;['', 'ABS', 'Alarmanlage', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'Einparkhilfe', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Klimaanlage', 'Komfort', 'Lederlenkrad', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Notbremsassistent', 'Radio', 'Reifendruckkontrollsystem', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Spurhalteassistent', 'Tagfahrlicht', 'Tempomat', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung'];;;;;;;;;;;
/angebote/nissan-leaf-acenta-navi-kamera-inkl-30kw-batterie-elektro-silber-53101b24-b068-4b81-9b02-105acf46945d?;Deutschland;2020-10-19 18:03:34.387461;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.;1;Nissan;Leaf;3318;2018;Silber;Metallic;Nevadasilbermet.;Stoff, Schwarz;Limousine;4;5;1329/AFV;Automatik;;;;;Elektro;;0 g CO2/km (komb);Euro 6d-TEMP;4 (Grün);Nissan Leaf;80 kW / 109 PS;8.200 km;Automatik;Nicht angegeben;Händler;40 Ausstattungsmerkmale;Tipp:Regionale Angebots- und Nachfrageunterschiede können den Preis beeinflussen.;Tipp:Erkundige dich beim Verkäufer nach zusätzlichen Services oder Garantien, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf spezielle Umbauten, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Spezielle Ausstattungspakete, Modellvarianten und Sportversionen fließen aktuell nicht in die Bewertung ein.;Tipp:Inseratsbilder werden nicht in die Preisbewertung mit einbezogen, da eine zuverlässige Auswertung nicht möglich ist.;Tipp:Die Beschreibung des Fahrzeugs fließt nicht in die Bewertung ein, da eine zuverlässige Auswertung nicht möglich ist.;True;False;59457 Werl-Westönnen;15950;['', 'ABS', 'Alufelgen', 'Armlehne', 'Beheizbares Lenkrad', 'Beifahrerairbag', 'Bluetooth', 'Bordcomputer', 'CD', 'DAB-Radio', 'ESP', 'Einparkhilfe', 'Einparkhilfe Kamera', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Lederlenkrad', 'Lordosenstütze', 'Multifunktionslenkrad', 'Navigationssystem', 'Nebelscheinwerfer', 'Radio', 'Reifendruckkontrollsystem', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Standheizung', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Tempomat', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung'];;Deutsche Ausführung;Front;;;Ja;;;;16,5 kWh/100 km (komb);
/angebote/toyota-c-hr-2-0-hybrid-team-deutschland-elektro-benzin-blau-898a3a2d-2639-4b90-8cac-d875b10ee9fe?;Deutschland;2020-10-19 18:03:34.386837;Tageszulassung;;Toyota;C-HR;R011916_2630;2020;Blau;Metallic;Sodalithblau metallic / Dach s;Stoff, Schwarz;SUV/Geländewagen/Pickup;5;5;5013/AOF;Automatik;1;1.987 cm³;4;1.420 kg;Super 95 / Super Plus 98 / Super E10 95 / Super Plus E10 98;4 l/100 km (komb)3,7 l/100 km (innerorts)4,2 l/100 km (außerorts);92 g CO2/km (komb);Euro 6d-TEMP;4 (Grün);;;;;;;;;;;;;;True;False;66953 Pirmasens;25990;['', 'ABS', 'Abstandstempomat', 'Alufelgen', 'Armlehne', 'Beheizbares Lenkrad', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'DAB-Radio', 'ESP', 'Einparkhilfe', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Einparkhilfe selbstlenkendes System', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'LED-Scheinwerfer', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lichtsensor', 'Lordosenstütze', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Notbremsassistent', 'Notrufsystem', 'Radio', 'Regensensor', 'Reifendruckkontrollsystem', 'Schlüssellose Zentralverriegelung', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Spurhalteassistent', 'Tagfahrlicht', 'Tempomat', 'Totwinkel-Assistent', 'Touchscreen', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Verkehrszeichenerkennung', 'Wegfahrsperre', 'Zentralverriegelung'];;Deutsche Ausführung;Front;In 2 Tagen ab Bestellung;10/2022;Ja;60 Monate;;Strom;;
/angebote/mercedes-benz-e-320-elegance-cdi-aut-diesel-grau-571608b2-f72b-6145-e053-0100007fd0b1?;Oesterreich;2020-10-19 18:03:37.061169;Gebraucht;;Mercedes-Benz;E 320;;2003;Grau;;;;Limousine;4;5;;Halbautomatik;5;3.222 cm³;6;1.735 kg;Diesel;6,9 l/100 km (komb)9,4 l/100 km (innerorts)5,4 l/100 km (außerorts);183 g CO2/km (komb);Euro 3;;;;;;;;;;;;;;;False;True;4030 linz;1900;['', 'ABS', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'ESP', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Elektrische Sitze', 'Extras', 'Fahrerairbag', 'Innenspiegel automatisch abblendend', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Lederlenkrad', 'Lordosenstütze', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Radio', 'Regensensor', 'Seitenairbag', 'Sicherheit', 'Tempomat', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung'];;;;;;;;;;;
/angebote/mercedes-benz-a-180-edition-classic-sport-cdi-diesel-schwarz-03eb569b-c286-4d7a-83b5-29527d9ea4c3?;Oesterreich;2020-10-19 18:03:37.055501;Gebraucht;2;Mercedes-Benz;A 180;;2005;Schwarz;Metallic;;Stoff;Limousine;5;5;;Schaltgetriebe;6;1.991 cm³;4;1.345 kg;Diesel;5,7 l/100 km (komb)7,4 l/100 km (innerorts)4,7 l/100 km (außerorts);149 g CO2/km (komb);Euro 4;;;;;;;;;;;;;;;True;False;4614 Marchtrenk;1999;['', 'ABS', 'Alufelgen', 'Beifahrerairbag', 'CD', 'ESP', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Klimaanlage', 'Komfort', 'Lederlenkrad', 'Multifunktionslenkrad', 'Seitenairbag', 'Sicherheit', 'Sportfahrwerk', 'Traktionskontrolle', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung', 'teilb. Rücksitzbank'];;;;;;;;;;;
